date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,anomaly
2012-06-05,3,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0,850,-1
2012-06-05,3,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,790,-1
2012-06-06,3,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,547,-1
2012-06-06,3,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0,668,-1
2012-06-07,3,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,681,-1
2012-06-07,3,1,6,15,0,4,1,1,0.74,0.6515,0.3,0.0,333,-1
2012-06-07,3,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,869,-1
2012-06-07,3,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,813,-1
2012-06-08,3,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,793,-1
2012-06-08,3,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,723,-1
2012-06-09,3,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,569,-1
2012-06-09,3,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,585,-1
2012-06-09,3,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,593,-1
2012-06-09,3,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,555,-1
2012-06-09,3,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,534,-1
2012-06-09,3,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,495,-1
2012-06-10,3,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,502,-1
2012-06-11,3,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582,800,-1
2012-06-11,3,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,831,-1
2012-06-13,3,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,713,-1
2012-06-13,3,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,352,-1
2012-06-13,3,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,392,-1
2012-06-13,3,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,857,-1
2012-06-13,3,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,744,-1
2012-06-13,3,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,671,-1
2012-06-14,3,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,867,-1
2012-06-14,3,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,823,-1
2012-06-15,3,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,823,-1
2012-06-17,3,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,615,-1
2012-06-17,3,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,582,-1
2012-06-19,3,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,811,-1
2012-06-19,3,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,795,-1
2012-06-20,3,1,6,7,0,3,1,2,0.66,0.5909,0.89,0.0,464,-1
2012-06-20,3,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,643,-1
2012-06-20,3,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0,179,-1
2012-06-20,3,1,6,17,0,3,1,1,0.9,0.8182,0.37,0.0,691,-1
2012-06-20,3,1,6,18,0,3,1,1,0.9,0.8182,0.37,0.0,672,-1
2012-06-21,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0.0,590,-1
2012-06-21,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,172,-1
2012-06-21,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0.0,615,-1
2012-06-22,3,1,6,19,0,5,1,2,0.76,0.697,0.55,0.5224,362,-1
2012-06-22,3,1,6,20,0,5,1,2,0.76,0.697,0.55,0.5224,202,-1
2012-06-23,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,513,-1
2012-06-25,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,833,-1
2012-06-25,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,791,-1
2012-06-25,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,582,-1
2012-06-25,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,475,-1
2012-06-26,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,416,-1
2012-06-26,3,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,900,-1
2012-06-26,3,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,824,-1
2012-06-27,3,1,6,14,0,3,1,1,0.8,0.6818,0.24,0.3582,270,-1
2012-06-27,3,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,249,-1
2012-06-27,3,1,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,392,-1
2012-06-27,3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,843,-1
2012-06-27,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,804,-1
2012-06-27,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,643,-1
2012-06-28,3,1,6,14,0,4,1,1,0.86,0.7273,0.25,0.3284,254,-1
2012-06-28,3,1,6,15,0,4,1,1,0.86,0.7273,0.25,0.3284,219,-1
2012-06-28,3,1,6,16,0,4,1,1,0.88,0.7424,0.23,0.194,387,-1
2012-06-28,3,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,705,-1
2012-06-28,3,1,6,18,0,4,1,1,0.86,0.7273,0.25,0.2239,697,-1
2012-06-29,3,1,6,15,0,5,1,1,0.96,0.9091,0.36,0.0,230,-1
2012-06-29,3,1,6,16,0,5,1,1,0.96,0.9091,0.36,0.0,351,-1
2012-06-29,3,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.194,539,-1
2012-06-29,3,1,6,18,0,5,1,1,0.96,0.8636,0.31,0.0,464,-1
2012-06-30,3,1,6,18,0,6,0,1,0.88,0.7879,0.35,0.0,339,-1
2012-07-01,3,1,7,17,0,0,0,1,0.92,0.803,0.26,0.2985,413,-1
2012-07-02,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,747,-1
2012-07-02,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,730,-1
2012-07-03,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,283,-1
2012-07-03,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,310,-1
2012-07-03,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,401,-1
2012-07-03,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,527,-1
2012-07-03,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,722,-1
2012-07-03,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,627,-1
2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,447,-1
2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,499,-1
2012-07-05,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,689,-1
2012-07-05,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,607,-1
2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,210,-1
2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,293,-1
2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369,-1
2012-07-06,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,576,-1
2012-07-06,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,560,-1
2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,342,-1
2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,308,-1
2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,306,-1
2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,294,-1
2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,279,-1
2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,277,-1
2012-07-08,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,52,-1
2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,319,-1
2012-07-09,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,849,-1
2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,872,-1
2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,872,-1
2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,819,-1
2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,830,-1
2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,814,-1
2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,795,-1
2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,825,-1
2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,713,-1
2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,369,-1
2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,835,-1
2012-07-15,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,436,-1
2012-07-16,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,386,-1
2012-07-16,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,755,-1
2012-07-16,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,794,-1
2012-07-17,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,526,-1
2012-07-17,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,661,-1
2012-07-17,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,254,-1
2012-07-17,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,770,-1
2012-07-17,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,772,-1
2012-07-18,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,679,-1
2012-07-18,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,183,-1
2012-07-18,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,203,-1
2012-07-19,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,771,-1
2012-07-19,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,777,-1
2012-07-20,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,715,-1
2012-07-23,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,738,-1
2012-07-23,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,847,-1
2012-07-23,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,741,-1
2012-07-24,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,869,-1
2012-07-24,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,877,-1
2012-07-25,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.0,913,-1
2012-07-25,3,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,891,-1
2012-07-26,3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,374,-1
2012-07-26,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,738,-1
2012-07-26,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,688,-1
2012-07-26,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,614,-1
2012-07-26,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,271,-1
2012-07-26,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,234,-1
2012-07-27,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,676,-1
2012-07-27,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,699,-1
2012-07-30,3,1,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,751,-1
2012-07-30,3,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,827,-1
2012-07-30,3,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,812,-1
2012-07-31,3,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,760,-1
2012-07-31,3,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,820,-1
2012-07-31,3,1,7,18,0,2,1,1,0.76,0.697,0.55,0.2836,857,-1
2012-08-01,3,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,837,-1
2012-08-01,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,891,-1
2012-08-02,3,1,8,7,0,4,1,1,0.7,0.6667,0.79,0.0,473,-1
2012-08-02,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,739,-1
2012-08-02,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,865,-1
2012-08-02,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,767,-1
2012-08-02,3,1,8,20,0,4,1,1,0.78,0.7576,0.66,0.0,427,-1
2012-08-03,3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,741,-1
2012-08-04,3,1,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,547,-1
2012-08-04,3,1,8,14,0,6,0,1,0.88,0.803,0.4,0.3881,472,-1
2012-08-04,3,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,489,-1
2012-08-05,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,491,-1
2012-08-05,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,523,-1
2012-08-05,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,526,-1
2012-08-05,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,450,-1
2012-08-06,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,605,-1
2012-08-06,3,1,8,17,0,1,1,1,0.82,0.7424,0.41,0.0,858,-1
2012-08-06,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,843,-1
2012-08-07,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,868,-1
2012-08-07,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,814,-1
2012-08-08,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,737,-1
2012-08-08,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,858,-1
2012-08-08,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,862,-1
2012-08-09,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,698,-1
2012-08-09,3,1,8,17,0,4,1,1,0.86,0.7576,0.36,0.2537,810,-1
2012-08-09,3,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,811,-1
2012-08-12,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,543,-1
2012-08-12,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0.0,505,-1
2012-08-13,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,818,-1
2012-08-13,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,812,-1
2012-08-14,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618,-1
2012-08-14,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,812,-1
2012-08-14,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,854,-1
2012-08-15,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,851,-1
2012-08-15,3,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,848,-1
2012-08-16,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0.0,248,-1
2012-08-16,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,897,-1
2012-08-16,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0.0,832,-1
2012-08-17,3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,328,-1
2012-08-17,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,383,-1
2012-08-17,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,488,-1
2012-08-17,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,791,-1
2012-08-20,3,1,8,17,0,1,1,1,0.7,0.6515,0.58,0.2836,893,-1
2012-08-20,3,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,815,-1
2012-08-21,3,1,8,16,0,2,1,1,0.76,0.6667,0.37,0.0,467,-1
2012-08-21,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,878,-1
2012-08-22,3,1,8,7,0,3,1,1,0.62,0.5909,0.78,0.0,553,-1
2012-08-22,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,740,-1
2012-08-22,3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,580,-1
2012-08-23,3,1,8,8,0,4,1,2,0.66,0.6212,0.74,0.0896,707,-1
2012-08-23,3,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,820,-1
2012-08-23,3,1,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,941,-1
2012-08-24,3,1,8,8,0,5,1,2,0.66,0.6212,0.74,0.0,744,-1
2012-08-24,3,1,8,17,0,5,1,2,0.74,0.6667,0.51,0.2239,812,-1
2012-08-25,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,383,-1
2012-08-26,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,626,-1
2012-08-26,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,541,-1
2012-08-27,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,699,-1
2012-08-27,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,845,-1
2012-08-27,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,834,-1
2012-08-28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,693,-1
2012-08-28,3,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,864,-1
2012-08-28,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,818,-1
2012-08-29,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,870,-1
2012-08-29,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,812,-1
2012-08-30,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,754,-1
2012-08-30,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,844,-1
2012-08-30,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,853,-1
2012-08-31,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0.0,690,-1
2012-08-31,3,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,436,-1
2012-08-31,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,526,-1
2012-08-31,3,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,528,-1
2012-08-31,3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,617,-1
2012-09-01,4,1,9,17,0,6,0,2,0.82,0.7727,0.52,0.0,463,-1
2012-09-01,4,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,442,-1
2012-09-02,4,1,9,11,0,0,0,2,0.74,0.697,0.7,0.0,489,-1
2012-09-02,4,1,9,12,0,0,0,3,0.74,0.697,0.7,0.0,545,-1
2012-09-02,4,1,9,16,0,0,0,1,0.74,0.697,0.7,0.0,474,-1
2012-09-02,4,1,9,18,0,0,0,1,0.74,0.7121,0.74,0.0,500,-1
2012-09-04,4,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,458,-1
2012-09-04,4,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,856,-1
2012-09-04,4,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,839,-1
2012-09-05,4,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,863,-1
2012-09-05,4,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,839,-1
2012-09-06,4,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,646,-1
2012-09-06,4,1,9,17,0,4,1,1,0.74,0.697,0.7,0.2537,808,-1
2012-09-06,4,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,835,-1
2012-09-07,4,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,719,-1
2012-09-07,4,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,772,-1
2012-09-07,4,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,792,-1
2012-09-08,4,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,578,-1
2012-09-08,4,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,694,-1
2012-09-08,4,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,668,-1
2012-09-08,4,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,626,-1
2012-09-09,4,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,757,-1
2012-09-09,4,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,729,-1
2012-09-10,4,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,871,-1
2012-09-10,4,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,968,-1
2012-09-11,4,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,750,-1
2012-09-11,4,1,9,17,0,2,1,1,0.7,0.6364,0.28,0.0,970,-1
2012-09-11,4,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,877,-1
2012-09-12,4,1,9,7,0,3,1,1,0.52,0.5,0.72,0.0,557,-1
2012-09-12,4,1,9,8,0,3,1,1,0.56,0.5303,0.64,0.1045,770,-1
2012-09-12,4,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,925,-1
2012-09-12,4,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,977,-1
2012-09-13,4,1,9,7,0,4,1,1,0.54,0.5152,0.77,0.0,571,-1
2012-09-13,4,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,758,-1
2012-09-13,4,1,9,17,0,4,1,1,0.72,0.6515,0.42,0.194,884,-1
2012-09-13,4,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,852,-1
2012-09-14,4,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,766,-1
2012-09-14,4,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,563,-1
2012-09-14,4,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.194,894,-1
2012-09-14,4,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,808,-1
2012-09-15,4,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,16,-1
2012-09-15,4,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881,627,-1
2012-09-15,4,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,706,-1
2012-09-15,4,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,715,-1
2012-09-15,4,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,783,-1
2012-09-16,4,1,9,17,0,0,0,1,0.66,0.6212,0.41,0.0,570,-1
2012-09-17,4,1,9,8,0,1,1,1,0.54,0.5152,0.77,0.0896,683,-1
2012-09-17,4,1,9,17,0,1,1,2,0.64,0.6061,0.65,0.2239,842,-1
2012-09-18,4,1,9,7,0,2,1,2,0.64,0.5758,0.89,0.4478,356,-1
2012-09-18,4,1,9,8,0,2,1,2,0.66,0.6061,0.83,0.5522,672,-1
2012-09-18,4,1,9,9,0,2,1,2,0.66,0.6061,0.83,0.5821,293,-1
2012-09-18,4,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,160,-1
2012-09-18,4,1,9,11,0,2,1,2,0.68,0.6364,0.79,0.6418,151,-1
2012-09-18,4,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,114,-1
2012-09-18,4,1,9,14,0,2,1,3,0.6,0.5152,0.94,0.4627,143,-1
2012-09-19,4,1,9,8,0,3,1,1,0.52,0.5,0.59,0.2239,797,-1
2012-09-19,4,1,9,17,0,3,1,1,0.6,0.6212,0.38,0.2239,886,-1
2012-09-19,4,1,9,18,0,3,1,1,0.58,0.5455,0.4,0.2836,892,-1
2012-09-20,4,1,9,8,0,4,1,1,0.5,0.4848,0.68,0.0896,790,-1
2012-09-20,4,1,9,17,0,4,1,1,0.64,0.6212,0.5,0.2239,976,-1
2012-09-20,4,1,9,18,0,4,1,1,0.6,0.6212,0.56,0.2537,900,-1
2012-09-21,4,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,846,-1
2012-09-21,4,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,805,-1
2012-09-22,4,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582,707,-1
2012-09-22,4,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,750,-1
2012-09-23,4,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,776,-1
2012-09-23,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,723,-1
2012-09-24,4,1,9,17,0,1,1,1,0.58,0.5455,0.3,0.0,898,-1
2012-09-24,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,853,-1
2012-09-25,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,805,-1
2012-09-25,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,967,-1
2012-09-25,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,822,-1
2012-09-26,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,838,-1
2012-09-26,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,953,-1
2012-09-26,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,884,-1
2012-09-27,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,558,-1
2012-09-27,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,794,-1
2012-09-27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,905,-1
2012-09-27,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,899,-1
2012-09-28,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,394,-1
2012-09-28,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,705,-1
2012-09-28,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,808,-1
2012-09-29,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,750,-1
2012-09-29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,712,-1
2012-10-01,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,784,-1
2012-10-01,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,856,-1
2012-10-02,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,715,-1
2012-10-02,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,687,-1
2012-10-02,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,395,-1
2012-10-03,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,11,-1
2012-10-03,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,809,-1
2012-10-03,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,917,-1
2012-10-03,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,810,-1
2012-10-03,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,593,-1
